month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,source_file,source_row_number,month_date,failure_reason,remaining_lease_years,remaining_lease_months,remaining_lease_recomputed,remaining_lease_as_of_date
2016-01,ANG MO KIO,3 ROOM,129,ANG MO KIO AVE 3,04 TO 06,88.0,New Generation,1979,62,363000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",17816,2016-01-01,DUPLICATE_LOWER_PRICE,51,6,51 years 06 months,2026-07-18
2016-01,BEDOK,4 ROOM,183,BEDOK NTH RD,07 TO 09,92.0,Model A,2005,88,550000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",17906,2016-01-01,DUPLICATE_LOWER_PRICE,77,6,77 years 06 months,2026-07-18
2016-01,BUKIT BATOK,3 ROOM,160,BT BATOK ST 11,04 TO 06,73.0,Model A,1984,67,279000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",17954,2016-01-01,DUPLICATE_LOWER_PRICE,56,6,56 years 06 months,2026-07-18
2016-01,BUKIT MERAH,3 ROOM,61,TELOK BLANGAH HTS,04 TO 06,67.0,New Generation,1976,59,300000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",18004,2016-01-01,DUPLICATE_LOWER_PRICE,48,6,48 years 06 months,2026-07-18
2016-01,CLEMENTI,3 ROOM,450,CLEMENTI AVE 3,04 TO 06,82.0,New Generation,1980,63,410000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",18198,2016-01-01,DUPLICATE_LOWER_PRICE,52,6,52 years 06 months,2026-07-18
2016-01,MARINE PARADE,3 ROOM,67,MARINE DR,07 TO 09,65.0,Improved,1976,59,405000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",18483,2016-01-01,DUPLICATE_LOWER_PRICE,48,6,48 years 06 months,2026-07-18
2016-01,PUNGGOL,4 ROOM,601C,PUNGGOL CTRL,10 TO 12,93.0,Model A,2012,95,415000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",18535,2016-01-01,DUPLICATE_LOWER_PRICE,84,6,84 years 06 months,2026-07-18
2016-01,SEMBAWANG,4 ROOM,492,ADMIRALTY LINK,16 TO 18,91.0,Model A,2004,87,355000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",18603,2016-01-01,DUPLICATE_LOWER_PRICE,76,6,76 years 06 months,2026-07-18
2016-01,SENGKANG,4 ROOM,436D,FERNVALE RD,13 TO 15,96.0,Model A,2010,93,455000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",18679,2016-01-01,DUPLICATE_LOWER_PRICE,82,6,82 years 06 months,2026-07-18
2016-01,TAMPINES,3 ROOM,438,TAMPINES ST 43,04 TO 06,74.0,Model A,1985,68,315000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",18764,2016-01-01,DUPLICATE_LOWER_PRICE,57,6,57 years 06 months,2026-07-18
2016-01,TAMPINES,3 ROOM,467,TAMPINES ST 44,10 TO 12,74.0,Model A,1987,70,325000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",18771,2016-01-01,DUPLICATE_LOWER_PRICE,59,6,59 years 06 months,2026-07-18
2016-01,TOA PAYOH,3 ROOM,26,TOA PAYOH EAST,04 TO 06,67.0,Improved,1971,54,298000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",18870,2016-01-01,DUPLICATE_LOWER_PRICE,43,6,43 years 06 months,2026-07-18
2016-01,WOODLANDS,4 ROOM,687B,WOODLANDS DR 75,10 TO 12,94.0,Premium Apartment,2003,86,376000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",18931,2016-01-01,DUPLICATE_LOWER_PRICE,75,6,75 years 06 months,2026-07-18
2016-01,WOODLANDS,5 ROOM,897B,WOODLANDS DR 50,04 TO 06,118.0,Improved,1997,80,389000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",18944,2016-01-01,DUPLICATE_LOWER_PRICE,69,6,69 years 06 months,2026-07-18
2016-02,BEDOK,3 ROOM,504,BEDOK NTH ST 3,13 TO 15,59.0,Improved,1978,61,280000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",19130,2016-02-01,DUPLICATE_LOWER_PRICE,50,6,50 years 06 months,2026-07-18
2016-02,BISHAN,3 ROOM,407,SIN MING AVE,07 TO 09,64.0,Simplified,1986,69,315000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",19210,2016-02-01,DUPLICATE_LOWER_PRICE,58,6,58 years 06 months,2026-07-18
2016-02,CHOA CHU KANG,4 ROOM,25,TECK WHYE LANE,04 TO 06,92.0,New Generation,1979,62,300000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",19396,2016-02-01,DUPLICATE_LOWER_PRICE,51,6,51 years 06 months,2026-07-18
2016-02,JURONG EAST,3 ROOM,232,JURONG EAST ST 21,04 TO 06,67.0,New Generation,1982,65,285000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",19561,2016-02-01,DUPLICATE_LOWER_PRICE,54,6,54 years 06 months,2026-07-18
2016-02,SEMBAWANG,4 ROOM,467,ADMIRALTY DR,07 TO 09,102.0,Premium Apartment,2001,84,365000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",19823,2016-02-01,DUPLICATE_LOWER_PRICE,73,6,73 years 06 months,2026-07-18
2016-02,SERANGOON,4 ROOM,236,SERANGOON AVE 3,01 TO 03,84.0,Simplified,1985,68,382000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",19938,2016-02-01,DUPLICATE_LOWER_PRICE,57,6,57 years 06 months,2026-07-18
2016-03,ANG MO KIO,3 ROOM,333,ANG MO KIO AVE 1,04 TO 06,68.0,New Generation,1981,63,340000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",20299,2016-03-01,DUPLICATE_LOWER_PRICE,53,6,53 years 06 months,2026-07-18
2016-03,ANG MO KIO,4 ROOM,209,ANG MO KIO AVE 3,04 TO 06,91.0,New Generation,1977,60,400000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",20312,2016-03-01,DUPLICATE_LOWER_PRICE,49,6,49 years 06 months,2026-07-18
2016-03,BEDOK,3 ROOM,21,CHAI CHEE RD,10 TO 12,65.0,Improved,1972,55,262000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",20346,2016-03-01,DUPLICATE_LOWER_PRICE,44,6,44 years 06 months,2026-07-18
2016-03,BEDOK,3 ROOM,525,BEDOK NTH ST 3,07 TO 09,67.0,New Generation,1979,62,290000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",20355,2016-03-01,DUPLICATE_LOWER_PRICE,51,6,51 years 06 months,2026-07-18
2016-03,BEDOK,3 ROOM,550,BEDOK NTH AVE 1,07 TO 09,68.0,New Generation,1980,63,305000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",20366,2016-03-01,DUPLICATE_LOWER_PRICE,52,6,52 years 06 months,2026-07-18
2016-03,BEDOK,5 ROOM,405,BEDOK NTH AVE 3,10 TO 12,118.0,Improved,1980,63,630000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",20423,2016-03-01,DUPLICATE_LOWER_PRICE,52,6,52 years 06 months,2026-07-18
2016-03,BUKIT PANJANG,3 ROOM,104,GANGSA RD,01 TO 03,73.0,Model A,1988,71,280000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",20595,2016-03-01,DUPLICATE_LOWER_PRICE,60,6,60 years 06 months,2026-07-18
2016-03,CHOA CHU KANG,4 ROOM,446,CHOA CHU KANG AVE 4,04 TO 06,100.0,Model A,1997,80,330000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",20712,2016-03-01,DUPLICATE_LOWER_PRICE,69,6,69 years 06 months,2026-07-18
2016-03,CLEMENTI,3 ROOM,701,WEST COAST RD,04 TO 06,67.0,New Generation,1980,63,293000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",20798,2016-03-01,DUPLICATE_LOWER_PRICE,52,6,52 years 06 months,2026-07-18
2016-03,GEYLANG,2 ROOM,109,ALJUNIED CRES,10 TO 12,45.0,Improved,1986,68,239888.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",20831,2016-03-01,DUPLICATE_LOWER_PRICE,58,6,58 years 06 months,2026-07-18
2016-03,GEYLANG,3 ROOM,9,HAIG RD,01 TO 03,59.0,Improved,1976,59,285000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",20844,2016-03-01,DUPLICATE_LOWER_PRICE,48,6,48 years 06 months,2026-07-18
2016-03,GEYLANG,4 ROOM,44,SIMS DR,13 TO 15,88.0,Improved,1975,58,388000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",20862,2016-03-01,DUPLICATE_LOWER_PRICE,47,6,47 years 06 months,2026-07-18
2016-03,JURONG WEST,3 ROOM,511,JURONG WEST ST 52,04 TO 06,74.0,Model A,1984,67,280000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",21006,2016-03-01,DUPLICATE_LOWER_PRICE,56,6,56 years 06 months,2026-07-18
2016-03,PASIR RIS,EXECUTIVE,271,PASIR RIS ST 21,01 TO 03,146.0,Apartment,1994,77,522000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",21214,2016-03-01,DUPLICATE_LOWER_PRICE,66,6,66 years 06 months,2026-07-18
2016-03,PUNGGOL,4 ROOM,301D,PUNGGOL PL,01 TO 03,93.0,Premium Apartment,2011,94,400000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",21252,2016-03-01,DUPLICATE_LOWER_PRICE,83,6,83 years 06 months,2026-07-18
2016-03,PUNGGOL,4 ROOM,306C,PUNGGOL PL,04 TO 06,97.0,Premium Apartment,2012,95,510000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",21278,2016-03-01,DUPLICATE_LOWER_PRICE,84,6,84 years 06 months,2026-07-18
2016-03,TAMPINES,3 ROOM,462,TAMPINES ST 44,04 TO 06,64.0,Simplified,1987,70,285000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",21542,2016-03-01,DUPLICATE_LOWER_PRICE,59,6,59 years 06 months,2026-07-18
2016-03,TOA PAYOH,3 ROOM,199,TOA PAYOH NTH,04 TO 06,65.0,Improved,1982,64,295000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",21682,2016-03-01,DUPLICATE_LOWER_PRICE,54,6,54 years 06 months,2026-07-18
2016-03,YISHUN,4 ROOM,448,YISHUN RING RD,01 TO 03,92.0,Model A,2012,95,385000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",21878,2016-03-01,DUPLICATE_LOWER_PRICE,84,6,84 years 06 months,2026-07-18
2016-03,YISHUN,4 ROOM,765,YISHUN ST 72,10 TO 12,84.0,Simplified,1985,68,330000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",21861,2016-03-01,DUPLICATE_LOWER_PRICE,57,6,57 years 06 months,2026-07-18
2016-04,ANG MO KIO,3 ROOM,152,ANG MO KIO AVE 5,01 TO 03,68.0,New Generation,1981,64,280000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",21921,2016-04-01,DUPLICATE_LOWER_PRICE,53,6,53 years 06 months,2026-07-18
2016-04,ANG MO KIO,3 ROOM,435,ANG MO KIO AVE 10,10 TO 12,67.0,New Generation,1979,61,313000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",21941,2016-04-01,DUPLICATE_LOWER_PRICE,51,6,51 years 06 months,2026-07-18
2016-04,BEDOK,3 ROOM,419,BEDOK NTH ST 1,04 TO 06,68.0,New Generation,1979,61,295000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",22025,2016-04-01,DUPLICATE_LOWER_PRICE,51,6,51 years 06 months,2026-07-18
2016-04,BEDOK,4 ROOM,119,BEDOK NTH RD,04 TO 06,92.0,New Generation,1978,60,388000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",22073,2016-04-01,DUPLICATE_LOWER_PRICE,50,6,50 years 06 months,2026-07-18
2016-04,BISHAN,3 ROOM,313,SHUNFU RD,04 TO 06,67.0,New Generation,1985,68,405000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",22124,2016-04-01,DUPLICATE_LOWER_PRICE,57,6,57 years 06 months,2026-07-18
2016-04,BUKIT PANJANG,4 ROOM,616,SENJA RD,13 TO 15,90.0,Model A2,2002,85,350000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",22309,2016-04-01,DUPLICATE_LOWER_PRICE,74,6,74 years 06 months,2026-07-18
2016-04,CHOA CHU KANG,4 ROOM,673A,CHOA CHU KANG CRES,07 TO 09,104.0,Premium Apartment,1999,82,350000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",22389,2016-04-01,DUPLICATE_LOWER_PRICE,71,6,71 years 06 months,2026-07-18
2016-04,CLEMENTI,3 ROOM,351,CLEMENTI AVE 2,04 TO 06,67.0,New Generation,1978,61,350000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",22473,2016-04-01,DUPLICATE_LOWER_PRICE,50,6,50 years 06 months,2026-07-18
2016-04,CLEMENTI,3 ROOM,607,CLEMENTI WEST ST 1,10 TO 12,67.0,New Generation,1979,62,300000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",22468,2016-04-01,DUPLICATE_LOWER_PRICE,51,6,51 years 06 months,2026-07-18
2016-04,CLEMENTI,5 ROOM,459,CLEMENTI AVE 3,04 TO 06,110.0,Improved,2002,85,725000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",22503,2016-04-01,DUPLICATE_LOWER_PRICE,74,6,74 years 06 months,2026-07-18
2016-04,GEYLANG,3 ROOM,18,EUNOS CRES,04 TO 06,59.0,Improved,1977,60,250000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",22513,2016-04-01,DUPLICATE_LOWER_PRICE,49,6,49 years 06 months,2026-07-18
2016-04,HOUGANG,3 ROOM,328,HOUGANG AVE 5,07 TO 09,67.0,New Generation,1983,66,315000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",22560,2016-04-01,DUPLICATE_LOWER_PRICE,55,6,55 years 06 months,2026-07-18
2016-04,HOUGANG,4 ROOM,324,HOUGANG AVE 5,04 TO 06,104.0,Model A,1983,66,418000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",22597,2016-04-01,DUPLICATE_LOWER_PRICE,55,6,55 years 06 months,2026-07-18
2016-04,JURONG EAST,4 ROOM,108,JURONG EAST ST 13,01 TO 03,90.0,New Generation,1982,65,388000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",22654,2016-04-01,DUPLICATE_LOWER_PRICE,54,6,54 years 06 months,2026-07-18
2016-04,JURONG WEST,4 ROOM,641,JURONG WEST ST 61,10 TO 12,100.0,Model A,1998,81,418000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",22742,2016-04-01,DUPLICATE_LOWER_PRICE,70,6,70 years 06 months,2026-07-18
2016-04,JURONG WEST,5 ROOM,268B,BOON LAY DR,04 TO 06,110.0,Improved,2002,84,387000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",22759,2016-04-01,DUPLICATE_LOWER_PRICE,74,6,74 years 06 months,2026-07-18
2016-04,KALLANG/WHAMPOA,3 ROOM,34,WHAMPOA WEST,10 TO 12,68.0,Improved,1972,54,368000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",22832,2016-04-01,DUPLICATE_LOWER_PRICE,44,6,44 years 06 months,2026-07-18
2016-04,KALLANG/WHAMPOA,3 ROOM,57,GEYLANG BAHRU,16 TO 18,65.0,Improved,1974,57,330000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",22827,2016-04-01,DUPLICATE_LOWER_PRICE,46,6,46 years 06 months,2026-07-18
2016-04,KALLANG/WHAMPOA,3 ROOM,77,LOR LIMAU,07 TO 09,59.0,Improved,1973,56,280000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",22818,2016-04-01,DUPLICATE_LOWER_PRICE,45,6,45 years 06 months,2026-07-18
2016-04,PUNGGOL,4 ROOM,614B,EDGEFIELD PLAINS,07 TO 09,92.0,Model A,2012,95,420000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",22959,2016-04-01,DUPLICATE_LOWER_PRICE,84,6,84 years 06 months,2026-07-18
2016-04,PUNGGOL,EXECUTIVE,118,EDGEFIELD PLAINS,13 TO 15,130.0,Premium Apartment,2003,86,560000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",23026,2016-04-01,DUPLICATE_LOWER_PRICE,75,6,75 years 06 months,2026-07-18
2016-04,SEMBAWANG,EXECUTIVE,423,CANBERRA RD,04 TO 06,130.0,Apartment,2001,83,455000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",23110,2016-04-01,DUPLICATE_LOWER_PRICE,73,6,73 years 06 months,2026-07-18
2016-04,SENGKANG,4 ROOM,210A,COMPASSVALE LANE,07 TO 09,93.0,Model A,2013,95,425000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",23169,2016-04-01,DUPLICATE_LOWER_PRICE,85,6,85 years 06 months,2026-07-18
2016-04,SENGKANG,4 ROOM,411A,FERNVALE RD,22 TO 24,96.0,Premium Apartment,2012,95,459000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",23184,2016-04-01,DUPLICATE_LOWER_PRICE,84,6,84 years 06 months,2026-07-18
2016-04,SENGKANG,4 ROOM,443A,FERNVALE RD,04 TO 06,94.0,Model A,2012,95,415000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",23163,2016-04-01,DUPLICATE_LOWER_PRICE,84,6,84 years 06 months,2026-07-18
2016-04,SENGKANG,4 ROOM,443A,FERNVALE RD,16 TO 18,94.0,Model A,2012,95,445000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",23180,2016-04-01,DUPLICATE_LOWER_PRICE,84,6,84 years 06 months,2026-07-18
2016-04,SENGKANG,5 ROOM,313A,ANCHORVALE RD,13 TO 15,110.0,Premium Apartment,2003,86,438000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",23219,2016-04-01,DUPLICATE_LOWER_PRICE,75,6,75 years 06 months,2026-07-18
2016-04,TAMPINES,3 ROOM,437,TAMPINES ST 43,10 TO 12,74.0,Model A,1986,69,325000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",23312,2016-04-01,DUPLICATE_LOWER_PRICE,58,6,58 years 06 months,2026-07-18
2016-04,TAMPINES,3 ROOM,830,TAMPINES ST 82,01 TO 03,70.0,Simplified,1986,68,315000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",23311,2016-04-01,DUPLICATE_LOWER_PRICE,58,6,58 years 06 months,2026-07-18
2016-04,TAMPINES,4 ROOM,251,TAMPINES ST 21,04 TO 06,103.0,Model A,1985,67,470000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",23381,2016-04-01,DUPLICATE_LOWER_PRICE,57,6,57 years 06 months,2026-07-18
2016-04,TAMPINES,5 ROOM,233,TAMPINES ST 21,01 TO 03,121.0,Improved,1985,68,460000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",23395,2016-04-01,DUPLICATE_LOWER_PRICE,57,6,57 years 06 months,2026-07-18
2016-04,WOODLANDS,5 ROOM,687C,WOODLANDS DR 75,07 TO 09,114.0,Premium Apartment,2003,85,430000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",23605,2016-04-01,DUPLICATE_LOWER_PRICE,75,6,75 years 06 months,2026-07-18
2016-04,YISHUN,4 ROOM,410,YISHUN RING RD,04 TO 06,104.0,Model A,1988,71,370000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",23701,2016-04-01,DUPLICATE_LOWER_PRICE,60,6,60 years 06 months,2026-07-18
2016-05,ANG MO KIO,3 ROOM,214,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1976,58,280000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",23742,2016-05-01,DUPLICATE_LOWER_PRICE,48,6,48 years 06 months,2026-07-18
2016-05,BEDOK,3 ROOM,2,BEDOK STH AVE 1,04 TO 06,65.0,Improved,1976,58,295000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",23837,2016-05-01,DUPLICATE_LOWER_PRICE,48,6,48 years 06 months,2026-07-18
2016-05,BEDOK,3 ROOM,713,BEDOK RESERVOIR RD,04 TO 06,68.0,New Generation,1981,64,290000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",23834,2016-05-01,DUPLICATE_LOWER_PRICE,53,6,53 years 06 months,2026-07-18
2016-05,BEDOK,4 ROOM,37,BEDOK STH AVE 2,04 TO 06,84.0,Improved,1977,60,345000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",23864,2016-05-01,DUPLICATE_LOWER_PRICE,49,6,49 years 06 months,2026-07-18
2016-05,BISHAN,4 ROOM,267,BISHAN ST 24,07 TO 09,104.0,Model A,1992,75,580000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",23946,2016-05-01,DUPLICATE_LOWER_PRICE,64,6,64 years 06 months,2026-07-18
2016-05,BUKIT BATOK,3 ROOM,322,BT BATOK ST 33,04 TO 06,68.0,New Generation,1985,68,260000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",23964,2016-05-01,DUPLICATE_LOWER_PRICE,57,6,57 years 06 months,2026-07-18
2016-05,BUKIT MERAH,1 ROOM,7,TELOK BLANGAH CRES,07 TO 09,31.0,Improved,1975,57,215000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",24026,2016-05-01,DUPLICATE_LOWER_PRICE,47,6,47 years 06 months,2026-07-18
2016-05,BUKIT MERAH,4 ROOM,25B,JLN MEMBINA,22 TO 24,90.0,Model A,2009,91,750000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",24079,2016-05-01,DUPLICATE_LOWER_PRICE,81,6,81 years 06 months,2026-07-18
2016-05,CHOA CHU KANG,5 ROOM,788,CHOA CHU KANG NTH 6,10 TO 12,129.0,Improved,1997,79,515000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",24293,2016-05-01,DUPLICATE_LOWER_PRICE,69,6,69 years 06 months,2026-07-18
2016-05,GEYLANG,3 ROOM,93,PAYA LEBAR WAY,01 TO 03,58.0,Improved,1972,55,250000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",24344,2016-05-01,DUPLICATE_LOWER_PRICE,44,6,44 years 06 months,2026-07-18
2016-05,HOUGANG,4 ROOM,130,LOR AH SOO,07 TO 09,103.0,Model A,1984,66,416000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",24442,2016-05-01,DUPLICATE_LOWER_PRICE,56,6,56 years 06 months,2026-07-18
2016-05,HOUGANG,4 ROOM,515,HOUGANG AVE 10,01 TO 03,84.0,Simplified,1986,69,349000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",24404,2016-05-01,DUPLICATE_LOWER_PRICE,58,6,58 years 06 months,2026-07-18
2016-05,HOUGANG,5 ROOM,339,HOUGANG AVE 7,04 TO 06,121.0,Improved,1985,68,413000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",24453,2016-05-01,DUPLICATE_LOWER_PRICE,57,6,57 years 06 months,2026-07-18
2016-05,JURONG WEST,5 ROOM,276B,JURONG WEST AVE 3,10 TO 12,111.0,Improved,2002,84,375000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",24604,2016-05-01,DUPLICATE_LOWER_PRICE,74,6,74 years 06 months,2026-07-18
2016-05,JURONG WEST,5 ROOM,721,JURONG WEST AVE 5,04 TO 06,121.0,Improved,1989,72,365000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",24602,2016-05-01,DUPLICATE_LOWER_PRICE,61,6,61 years 06 months,2026-07-18
2016-05,KALLANG/WHAMPOA,4 ROOM,39A,BENDEMEER RD,16 TO 18,92.0,Model A,2012,95,685000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",24719,2016-05-01,DUPLICATE_LOWER_PRICE,84,6,84 years 06 months,2026-07-18
2016-05,PASIR RIS,4 ROOM,142,PASIR RIS ST 11,04 TO 06,108.0,Model A,1994,76,365000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",24749,2016-05-01,DUPLICATE_LOWER_PRICE,66,6,66 years 06 months,2026-07-18
2016-05,PUNGGOL,4 ROOM,612D,PUNGGOL DR,04 TO 06,93.0,Model A,2012,95,443000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",24826,2016-05-01,DUPLICATE_LOWER_PRICE,84,6,84 years 06 months,2026-07-18
2016-05,PUNGGOL,5 ROOM,203B,PUNGGOL FIELD,07 TO 09,110.0,Improved,2004,87,465000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",24877,2016-05-01,DUPLICATE_LOWER_PRICE,76,6,76 years 06 months,2026-07-18
2016-05,SEMBAWANG,4 ROOM,359,ADMIRALTY DR,07 TO 09,96.0,Premium Apartment,2001,84,370000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",24952,2016-05-01,DUPLICATE_LOWER_PRICE,73,6,73 years 06 months,2026-07-18
2016-05,SEMBAWANG,EXECUTIVE,357B,ADMIRALTY DR,01 TO 03,131.0,Premium Apartment,2001,84,455000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",24988,2016-05-01,DUPLICATE_LOWER_PRICE,73,6,73 years 06 months,2026-07-18
2016-05,SENGKANG,4 ROOM,410B,FERNVALE RD,04 TO 06,95.0,Premium Apartment,2012,95,425000.0,"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016.csv",25043,2016-05-01,DUPLICATE_LOWER_PRICE,84,6,84 years 06 months,2026-07-18
