month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,source_file,source_row_number,month_date,failure_reason,remaining_lease_years,remaining_lease_months,remaining_lease_recomputed,remaining_lease_as_of_date
2012-11,SEMBAWANG,EXECUTIVE,467,ADMIRALTY DR,13 TO 15,137.0,Premium Apartment,2001,,520888.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",17917,2012-11-01,DUPLICATE_LOWER_PRICE,73,6,73 years 06 months,2026-07-18
2012-11,TAMPINES,4 ROOM,116,SIMEI ST 1,07 TO 09,104.0,Model A,1988,,550000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",18166,2012-11-01,DUPLICATE_LOWER_PRICE,60,6,60 years 06 months,2026-07-18
2012-11,TOA PAYOH,3 ROOM,206,TOA PAYOH NTH,01 TO 03,59.0,Improved,1973,,310000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",18202,2012-11-01,DUPLICATE_LOWER_PRICE,45,6,45 years 06 months,2026-07-18
2012-11,TOA PAYOH,4 ROOM,222,LOR 8 TOA PAYOH,19 TO 21,82.0,Improved,1976,,425000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",18231,2012-11-01,DUPLICATE_LOWER_PRICE,48,6,48 years 06 months,2026-07-18
2012-11,WOODLANDS,3 ROOM,1,MARSILING DR,10 TO 12,65.0,Improved,1974,,300000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",18254,2012-11-01,DUPLICATE_LOWER_PRICE,46,6,46 years 06 months,2026-07-18
2012-11,WOODLANDS,3 ROOM,2,MARSILING DR,04 TO 06,65.0,Improved,1974,,290000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",18253,2012-11-01,DUPLICATE_LOWER_PRICE,46,6,46 years 06 months,2026-07-18
2012-11,YISHUN,3 ROOM,237,YISHUN RING RD,07 TO 09,67.0,New Generation,1985,,345000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",18440,2012-11-01,DUPLICATE_LOWER_PRICE,57,6,57 years 06 months,2026-07-18
2012-11,YISHUN,3 ROOM,746,YISHUN ST 72,10 TO 12,67.0,New Generation,1984,,375000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",18455,2012-11-01,DUPLICATE_LOWER_PRICE,56,6,56 years 06 months,2026-07-18
2012-11,YISHUN,4 ROOM,390,YISHUN AVE 6,10 TO 12,104.0,Model A,1988,,390000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",18464,2012-11-01,DUPLICATE_LOWER_PRICE,60,6,60 years 06 months,2026-07-18
2012-11,YISHUN,4 ROOM,439,YISHUN AVE 11,04 TO 06,84.0,Simplified,1988,,335000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",18433,2012-11-01,DUPLICATE_LOWER_PRICE,60,6,60 years 06 months,2026-07-18
2012-12,ANG MO KIO,3 ROOM,321,ANG MO KIO AVE 1,01 TO 03,73.0,New Generation,1977,,399000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",18523,2012-12-01,DUPLICATE_LOWER_PRICE,49,6,49 years 06 months,2026-07-18
2012-12,BEDOK,4 ROOM,718,BEDOK RESERVOIR RD,04 TO 06,104.0,Model A,1984,,468000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",18640,2012-12-01,DUPLICATE_LOWER_PRICE,56,6,56 years 06 months,2026-07-18
2012-12,BUKIT MERAH,3 ROOM,2,JLN BT MERAH,07 TO 09,63.0,Improved,1975,,365000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",18754,2012-12-01,DUPLICATE_LOWER_PRICE,47,6,47 years 06 months,2026-07-18
2012-12,CLEMENTI,3 ROOM,351,CLEMENTI AVE 2,01 TO 03,67.0,New Generation,1978,,385000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",18929,2012-12-01,DUPLICATE_LOWER_PRICE,50,6,50 years 06 months,2026-07-18
2012-12,CLEMENTI,3 ROOM,515,WEST COAST RD,01 TO 03,68.0,New Generation,1980,,325000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",18945,2012-12-01,DUPLICATE_LOWER_PRICE,52,6,52 years 06 months,2026-07-18
2012-12,HOUGANG,3 ROOM,252,HOUGANG AVE 3,10 TO 12,67.0,New Generation,1985,,345000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",19002,2012-12-01,DUPLICATE_LOWER_PRICE,57,6,57 years 06 months,2026-07-18
2012-12,JURONG WEST,3 ROOM,122,YUAN CHING RD,01 TO 03,61.0,Improved,1974,,290000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",19141,2012-12-01,DUPLICATE_LOWER_PRICE,46,6,46 years 06 months,2026-07-18
2012-12,JURONG WEST,EXECUTIVE,274B,JURONG WEST ST 25,04 TO 06,126.0,Apartment,2002,,530000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",19216,2012-12-01,DUPLICATE_LOWER_PRICE,74,6,74 years 06 months,2026-07-18
2012-12,JURONG WEST,EXECUTIVE,274C,JURONG WEST ST 25,07 TO 09,126.0,Apartment,2002,,516000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",19212,2012-12-01,DUPLICATE_LOWER_PRICE,74,6,74 years 06 months,2026-07-18
2012-12,QUEENSTOWN,3 ROOM,9,HOLLAND AVE,16 TO 18,65.0,Improved,1974,,470000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",19389,2012-12-01,DUPLICATE_LOWER_PRICE,46,6,46 years 06 months,2026-07-18
2012-12,SEMBAWANG,5 ROOM,353B,ADMIRALTY DR,13 TO 15,113.0,Improved,2002,,561000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",19432,2012-12-01,DUPLICATE_LOWER_PRICE,74,6,74 years 06 months,2026-07-18
2012-12,SENGKANG,4 ROOM,132,RIVERVALE ST,01 TO 03,100.0,Model A,1999,,448000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",19495,2012-12-01,DUPLICATE_LOWER_PRICE,71,6,71 years 06 months,2026-07-18
2012-12,SENGKANG,4 ROOM,275C,COMPASSVALE LINK,13 TO 15,90.0,Premium Apartment,2009,,621000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",19476,2012-12-01,DUPLICATE_LOWER_PRICE,81,6,81 years 06 months,2026-07-18
2012-12,SERANGOON,3 ROOM,218,SERANGOON AVE 4,07 TO 09,67.0,New Generation,1985,,392000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",19567,2012-12-01,DUPLICATE_LOWER_PRICE,57,6,57 years 06 months,2026-07-18
2012-12,TAMPINES,EXECUTIVE,429,TAMPINES ST 41,07 TO 09,148.0,Maisonette,1985,,638000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",19695,2012-12-01,DUPLICATE_LOWER_PRICE,57,6,57 years 06 months,2026-07-18
2012-12,WOODLANDS,3 ROOM,218,MARSILING CRES,04 TO 06,81.0,New Generation,1986,,326000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",19751,2012-12-01,DUPLICATE_LOWER_PRICE,58,6,58 years 06 months,2026-07-18
2012-12,WOODLANDS,3 ROOM,218,MARSILING CRES,04 TO 06,81.0,New Generation,1986,,320000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",19752,2012-12-01,DUPLICATE_LOWER_PRICE,58,6,58 years 06 months,2026-07-18
2012-12,WOODLANDS,4 ROOM,575,WOODLANDS DR 16,07 TO 09,86.0,Model A2,2000,,381000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",19794,2012-12-01,DUPLICATE_LOWER_PRICE,72,6,72 years 06 months,2026-07-18
2012-12,WOODLANDS,5 ROOM,628B,WOODLANDS RING RD,04 TO 06,122.0,Improved,1998,,440000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",19880,2012-12-01,DUPLICATE_LOWER_PRICE,70,6,70 years 06 months,2026-07-18
2013-01,BEDOK,4 ROOM,106,BEDOK RESERVOIR RD,10 TO 12,91.0,New Generation,1985,,423000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",20137,2013-01-01,DUPLICATE_LOWER_PRICE,57,6,57 years 06 months,2026-07-18
2013-01,BEDOK,4 ROOM,166,BEDOK STH AVE 3,04 TO 06,83.0,Simplified,1985,,445000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",20148,2013-01-01,DUPLICATE_LOWER_PRICE,57,6,57 years 06 months,2026-07-18
2013-01,BEDOK,4 ROOM,34,BEDOK STH AVE 2,01 TO 03,90.0,Improved,1977,,405000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",20128,2013-01-01,DUPLICATE_LOWER_PRICE,49,6,49 years 06 months,2026-07-18
2013-01,BISHAN,4 ROOM,154,BISHAN ST 13,04 TO 06,84.0,Simplified,1987,,463888.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",20190,2013-01-01,DUPLICATE_LOWER_PRICE,59,6,59 years 06 months,2026-07-18
2013-01,BISHAN,4 ROOM,271,BISHAN ST 24,04 TO 06,104.0,Model A,1992,,505000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",20196,2013-01-01,DUPLICATE_LOWER_PRICE,64,6,64 years 06 months,2026-07-18
2013-01,BUKIT MERAH,2 ROOM,45,TELOK BLANGAH DR,04 TO 06,45.0,Improved,1976,,285000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",20269,2013-01-01,DUPLICATE_LOWER_PRICE,48,6,48 years 06 months,2026-07-18
2013-01,BUKIT MERAH,4 ROOM,26D,JLN MEMBINA,25 TO 27,90.0,Model A,2009,,754000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",20313,2013-01-01,DUPLICATE_LOWER_PRICE,81,6,81 years 06 months,2026-07-18
2013-01,BUKIT MERAH,4 ROOM,76A,REDHILL RD,28 TO 30,100.0,Model A,2005,,828000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",20319,2013-01-01,DUPLICATE_LOWER_PRICE,77,6,77 years 06 months,2026-07-18
2013-01,CLEMENTI,3 ROOM,602,CLEMENTI WEST ST 1,10 TO 12,67.0,New Generation,1979,,360000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",20468,2013-01-01,DUPLICATE_LOWER_PRICE,51,6,51 years 06 months,2026-07-18
2013-01,GEYLANG,3 ROOM,95,ALJUNIED CRES,07 TO 09,65.0,Improved,1975,,335000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",20506,2013-01-01,DUPLICATE_LOWER_PRICE,47,6,47 years 06 months,2026-07-18
2013-01,HOUGANG,3 ROOM,511,HOUGANG AVE 10,04 TO 06,64.0,Simplified,1986,,362000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",20539,2013-01-01,DUPLICATE_LOWER_PRICE,58,6,58 years 06 months,2026-07-18
2013-01,JURONG EAST,3 ROOM,210,JURONG EAST ST 21,04 TO 06,67.0,New Generation,1983,,335000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",20623,2013-01-01,DUPLICATE_LOWER_PRICE,55,6,55 years 06 months,2026-07-18
2013-01,JURONG WEST,3 ROOM,119,HO CHING RD,04 TO 06,67.0,Improved,1972,,305000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",20661,2013-01-01,DUPLICATE_LOWER_PRICE,44,6,44 years 06 months,2026-07-18
2013-01,JURONG WEST,5 ROOM,675A,JURONG WEST ST 64,04 TO 06,110.0,Premium Apartment,2008,,518338.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",20769,2013-01-01,DUPLICATE_LOWER_PRICE,80,6,80 years 06 months,2026-07-18
2013-01,KALLANG/WHAMPOA,4 ROOM,95,WHAMPOA DR,10 TO 12,91.0,Improved,1974,,510000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",20827,2013-01-01,DUPLICATE_LOWER_PRICE,46,6,46 years 06 months,2026-07-18
2013-01,PUNGGOL,4 ROOM,168A,PUNGGOL EAST,07 TO 09,92.0,Premium Apartment,2009,,518000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",20912,2013-01-01,DUPLICATE_LOWER_PRICE,81,6,81 years 06 months,2026-07-18
2013-01,PUNGGOL,5 ROOM,175A,PUNGGOL FIELD,10 TO 12,110.0,Improved,2003,,545000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",20917,2013-01-01,DUPLICATE_LOWER_PRICE,75,6,75 years 06 months,2026-07-18
2013-01,PUNGGOL,5 ROOM,651,PUNGGOL CTRL,13 TO 15,110.0,Premium Apartment,2005,,620000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",20930,2013-01-01,DUPLICATE_LOWER_PRICE,77,6,77 years 06 months,2026-07-18
2013-01,SEMBAWANG,5 ROOM,466C,SEMBAWANG DR,07 TO 09,110.0,Premium Apartment,2006,,515000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",21022,2013-01-01,DUPLICATE_LOWER_PRICE,78,6,78 years 06 months,2026-07-18
2013-01,SEMBAWANG,EXECUTIVE,423,CANBERRA RD,07 TO 09,130.0,Apartment,2001,,553888.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",21027,2013-01-01,DUPLICATE_LOWER_PRICE,73,6,73 years 06 months,2026-07-18
2013-01,SENGKANG,EXECUTIVE,122B,SENGKANG EAST WAY,01 TO 03,129.0,Apartment,2000,,580000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",21125,2013-01-01,DUPLICATE_LOWER_PRICE,72,6,72 years 06 months,2026-07-18
2013-01,TAMPINES,5 ROOM,489C,TAMPINES ST 45,10 TO 12,121.0,Improved,1989,,533000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",21260,2013-01-01,DUPLICATE_LOWER_PRICE,61,6,61 years 06 months,2026-07-18
2013-01,TOA PAYOH,4 ROOM,200,TOA PAYOH NTH,10 TO 12,87.0,Improved,1973,,434000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",21329,2013-01-01,DUPLICATE_LOWER_PRICE,45,6,45 years 06 months,2026-07-18
2013-01,WOODLANDS,EXECUTIVE,520,WOODLANDS DR 14,01 TO 03,141.0,Premium Apartment,2000,,534000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",21495,2013-01-01,DUPLICATE_LOWER_PRICE,72,6,72 years 06 months,2026-07-18
2013-01,YISHUN,3 ROOM,345,YISHUN AVE 11,04 TO 06,74.0,Model A,1988,,310000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",21517,2013-01-01,DUPLICATE_LOWER_PRICE,60,6,60 years 06 months,2026-07-18
2013-02,KALLANG/WHAMPOA,5 ROOM,115,WHAMPOA RD,01 TO 03,131.0,Model A,1994,,651000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",22113,2013-02-01,DUPLICATE_LOWER_PRICE,66,6,66 years 06 months,2026-07-18
2013-02,SENGKANG,4 ROOM,273D,COMPASSVALE LINK,04 TO 06,90.0,Premium Apartment,2009,,580000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",22254,2013-02-01,DUPLICATE_LOWER_PRICE,81,6,81 years 06 months,2026-07-18
2013-02,TOA PAYOH,3 ROOM,195,KIM KEAT AVE,10 TO 12,66.0,Improved,1973,,315000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",22346,2013-02-01,DUPLICATE_LOWER_PRICE,45,6,45 years 06 months,2026-07-18
2013-02,WOODLANDS,5 ROOM,787D,WOODLANDS CRES,10 TO 12,122.0,Improved,1997,,475000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",22434,2013-02-01,DUPLICATE_LOWER_PRICE,69,6,69 years 06 months,2026-07-18
2013-02,YISHUN,3 ROOM,701,YISHUN AVE 5,10 TO 12,68.0,New Generation,1984,,345000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",22478,2013-02-01,DUPLICATE_LOWER_PRICE,56,6,56 years 06 months,2026-07-18
2013-02,YISHUN,3 ROOM,722,YISHUN ST 71,01 TO 03,64.0,Simplified,1987,,320000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",22462,2013-02-01,DUPLICATE_LOWER_PRICE,59,6,59 years 06 months,2026-07-18
2013-03,BEDOK,3 ROOM,84,BEDOK NTH ST 4,04 TO 06,67.0,New Generation,1978,,320000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",22592,2013-03-01,DUPLICATE_LOWER_PRICE,50,6,50 years 06 months,2026-07-18
2013-03,CLEMENTI,3 ROOM,704,WEST COAST RD,01 TO 03,67.0,New Generation,1980,,335000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",22913,2013-03-01,DUPLICATE_LOWER_PRICE,52,6,52 years 06 months,2026-07-18
2013-03,HOUGANG,4 ROOM,922,HOUGANG ST 91,01 TO 03,101.0,Model A,1998,,447000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",23029,2013-03-01,DUPLICATE_LOWER_PRICE,70,6,70 years 06 months,2026-07-18
2013-03,JURONG EAST,3 ROOM,247,JURONG EAST ST 24,04 TO 06,68.0,New Generation,1983,,341000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",23069,2013-03-01,DUPLICATE_LOWER_PRICE,55,6,55 years 06 months,2026-07-18
2013-03,JURONG EAST,3 ROOM,252,JURONG EAST ST 24,01 TO 03,67.0,New Generation,1985,,343000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",23071,2013-03-01,DUPLICATE_LOWER_PRICE,57,6,57 years 06 months,2026-07-18
2013-03,JURONG EAST,3 ROOM,253,JURONG EAST ST 24,01 TO 03,67.0,New Generation,1985,,338000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",23066,2013-03-01,DUPLICATE_LOWER_PRICE,57,6,57 years 06 months,2026-07-18
2013-03,JURONG EAST,3 ROOM,411,PANDAN GDNS,07 TO 09,73.0,Improved,1979,,316800.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",23063,2013-03-01,DUPLICATE_LOWER_PRICE,51,6,51 years 06 months,2026-07-18
2013-03,MARINE PARADE,3 ROOM,46,MARINE CRES,04 TO 06,65.0,Improved,1975,,405000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",23256,2013-03-01,DUPLICATE_LOWER_PRICE,47,6,47 years 06 months,2026-07-18
2013-03,PASIR RIS,4 ROOM,722,PASIR RIS ST 72,04 TO 06,111.0,Model A,1996,,465000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",23278,2013-03-01,DUPLICATE_LOWER_PRICE,68,6,68 years 06 months,2026-07-18
2013-03,PUNGGOL,4 ROOM,167A,PUNGGOL EAST,16 TO 18,92.0,Premium Apartment,2009,,535000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",23320,2013-03-01,DUPLICATE_LOWER_PRICE,81,6,81 years 06 months,2026-07-18
2013-03,SENGKANG,4 ROOM,273D,COMPASSVALE LINK,04 TO 06,90.0,Premium Apartment,2009,,570000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",23449,2013-03-01,DUPLICATE_LOWER_PRICE,81,6,81 years 06 months,2026-07-18
2013-03,SENGKANG,5 ROOM,255,COMPASSVALE RD,13 TO 15,116.0,Improved,2000,,535000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",23429,2013-03-01,DUPLICATE_LOWER_PRICE,72,6,72 years 06 months,2026-07-18
2013-03,TAMPINES,EXECUTIVE,857,TAMPINES ST 83,01 TO 03,146.0,Maisonette,1988,,642000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",23586,2013-03-01,DUPLICATE_LOWER_PRICE,60,6,60 years 06 months,2026-07-18
2013-03,TOA PAYOH,4 ROOM,79E,TOA PAYOH CTRL,16 TO 18,91.0,Model A,2009,,750000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",23629,2013-03-01,DUPLICATE_LOWER_PRICE,81,6,81 years 06 months,2026-07-18
2013-03,WOODLANDS,4 ROOM,720,WOODLANDS AVE 6,01 TO 03,100.0,Model A,1997,,435000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",23686,2013-03-01,DUPLICATE_LOWER_PRICE,69,6,69 years 06 months,2026-07-18
2013-03,YISHUN,3 ROOM,137,YISHUN RING RD,07 TO 09,68.0,New Generation,1985,,330000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",23759,2013-03-01,DUPLICATE_LOWER_PRICE,57,6,57 years 06 months,2026-07-18
2013-04,BEDOK,3 ROOM,100,BEDOK NTH AVE 4,07 TO 09,67.0,New Generation,1978,,347000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",23934,2013-04-01,DUPLICATE_LOWER_PRICE,50,6,50 years 06 months,2026-07-18
2013-04,BEDOK,3 ROOM,533,BEDOK NTH ST 3,01 TO 03,68.0,New Generation,1980,,325000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",23912,2013-04-01,DUPLICATE_LOWER_PRICE,52,6,52 years 06 months,2026-07-18
2013-04,BEDOK,3 ROOM,55,CHAI CHEE DR,04 TO 06,76.0,Model A,1984,,345000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",23933,2013-04-01,DUPLICATE_LOWER_PRICE,56,6,56 years 06 months,2026-07-18
2013-04,BEDOK,3 ROOM,554,BEDOK NTH ST 3,04 TO 06,68.0,New Generation,1980,,335000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",23919,2013-04-01,DUPLICATE_LOWER_PRICE,52,6,52 years 06 months,2026-07-18
2013-04,BUKIT BATOK,3 ROOM,249,BT BATOK EAST AVE 5,04 TO 06,73.0,Model A,1985,,345000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",24065,2013-04-01,DUPLICATE_LOWER_PRICE,57,6,57 years 06 months,2026-07-18
2013-04,BUKIT BATOK,3 ROOM,271,BT BATOK EAST AVE 4,04 TO 06,64.0,Simplified,1986,,300000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",24039,2013-04-01,DUPLICATE_LOWER_PRICE,58,6,58 years 06 months,2026-07-18
2013-04,BUKIT BATOK,3 ROOM,523,BT BATOK ST 52,01 TO 03,60.0,Improved,1987,,315000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",24045,2013-04-01,DUPLICATE_LOWER_PRICE,59,6,59 years 06 months,2026-07-18
2013-04,BUKIT BATOK,4 ROOM,324,BT BATOK ST 33,07 TO 09,89.0,Simplified,1988,,395000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",24078,2013-04-01,DUPLICATE_LOWER_PRICE,60,6,60 years 06 months,2026-07-18
2013-04,BUKIT MERAH,3 ROOM,26D,JLN MEMBINA,13 TO 15,60.0,Model A,2009,,525000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",24133,2013-04-01,DUPLICATE_LOWER_PRICE,81,6,81 years 06 months,2026-07-18
2013-04,CLEMENTI,3 ROOM,701,WEST COAST RD,01 TO 03,67.0,New Generation,1980,,330000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",24314,2013-04-01,DUPLICATE_LOWER_PRICE,52,6,52 years 06 months,2026-07-18
2013-04,CLEMENTI,3 ROOM,706,CLEMENTI WEST ST 2,07 TO 09,68.0,New Generation,1980,,342000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",24319,2013-04-01,DUPLICATE_LOWER_PRICE,52,6,52 years 06 months,2026-07-18
2013-04,CLEMENTI,4 ROOM,611,CLEMENTI WEST ST 1,04 TO 06,103.0,Model A,1983,,473000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",24341,2013-04-01,DUPLICATE_LOWER_PRICE,55,6,55 years 06 months,2026-07-18
2013-04,CLEMENTI,4 ROOM,716,CLEMENTI WEST ST 2,04 TO 06,91.0,New Generation,1981,,458000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",24340,2013-04-01,DUPLICATE_LOWER_PRICE,53,6,53 years 06 months,2026-07-18
2013-04,CLEMENTI,5 ROOM,413,C'WEALTH AVE WEST,22 TO 24,125.0,Improved,1978,,765000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",24354,2013-04-01,DUPLICATE_LOWER_PRICE,50,6,50 years 06 months,2026-07-18
2013-04,GEYLANG,2 ROOM,81,MACPHERSON LANE,10 TO 12,50.0,Standard,1968,,283000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",24362,2013-04-01,DUPLICATE_LOWER_PRICE,40,6,40 years 06 months,2026-07-18
2013-04,GEYLANG,4 ROOM,10,EUNOS CRES,10 TO 12,91.0,New Generation,1978,,518000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",24396,2013-04-01,DUPLICATE_LOWER_PRICE,50,6,50 years 06 months,2026-07-18
2013-04,HOUGANG,3 ROOM,642,HOUGANG AVE 8,07 TO 09,60.0,Improved,1987,,326000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",24410,2013-04-01,DUPLICATE_LOWER_PRICE,59,6,59 years 06 months,2026-07-18
